match_id,match_date,bowler,balls_bowled,runs_conceded,wickets_taken,overs_bowled
1247011,2021-02-20,Usman Shinwari,12,11,0,2.0
1247011,2021-02-20,Waqas Maqsood,15,21,0,2.5
1247012,2021-02-21,Ahmed Daniyal,25,41,0,4.17
1247012,2021-02-21,Amad Butt,15,33,0,2.5
1247012,2021-02-21,D Wiese,24,30,0,4.0
1247012,2021-02-21,Mohammad Imran (2),24,32,0,4.0
1247012,2021-02-21,Mujeeb Ur Rahman,24,25,0,4.0
1247012,2021-02-21,Rashid Khan,24,15,0,4.0
1247012,2021-02-21,S Mahmood,24,23,0,4.0
1247012,2021-02-21,Salman Mirza,24,35,0,4.0
1247012,2021-02-21,Shaheen Shah Afridi,26,19,0,4.33
1247012,2021-02-21,Wahab Riaz,25,30,0,4.17
1247013,2021-02-21,CR Brathwaite,25,24,0,4.17
1247013,2021-02-21,Faheem Ashraf,19,27,0,3.17
1247013,2021-02-21,Hasan Ali,24,17,0,4.0
1247013,2021-02-21,Khushdil Shah,6,4,0,1.0
1247013,2021-02-21,L Gregory,24,31,0,4.0
1247013,2021-02-21,Mohammad Umar,18,34,0,3.0
1247013,2021-02-21,Mohammad Wasim,24,29,0,4.0
1247013,2021-02-21,Shadab Khan,24,33,0,4.0
1247013,2021-02-21,Shahid Afridi,25,24,0,4.17
1247013,2021-02-21,Sohaibullah,19,26,0,3.17
1247013,2021-02-21,Sohail Tanvir,25,39,0,4.17
1247013,2021-02-21,Zafar Gohar,6,13,0,1.0
1247014,2021-02-22,Ahmed Daniyal,24,29,0,4.0
1247014,2021-02-22,Anwar Ali,18,33,0,3.0
1247014,2021-02-22,BCJ Cutting,18,31,0,3.0
1247014,2021-02-22,D Wiese,13,22,0,2.17
1247014,2021-02-22,Haris Rauf,27,43,0,4.5
1247014,2021-02-22,Mohammad Hafeez,12,11,0,2.0
1247014,2021-02-22,Mohammad Hasnain,21,31,0,3.5
1247014,2021-02-22,Mohammad Nawaz (3),12,8,0,2.0
1247014,2021-02-22,Rashid Khan,25,30,0,4.17
1247014,2021-02-22,Shaheen Shah Afridi,25,43,0,4.17
1247014,2021-02-22,Usman Shinwari,25,47,0,4.17
1247014,2021-02-22,Zahid Mahmood,18,29,0,3.0
1247015,2021-02-23,CR Brathwaite,24,42,0,4.0
1247015,2021-02-23,Mohammad Imran (2),24,24,0,4.0
1247015,2021-02-23,Mohammad Irfan,24,41,0,4.0
1247015,2021-02-23,Mujeeb Ur Rahman,26,40,0,4.33
1247015,2021-02-23,S Mahmood,24,36,0,4.0
1247015,2021-02-23,Shahid Afridi,24,42,0,4.0
1247015,2021-02-23,Shahnawaz Dhani,26,44,0,4.33
1247015,2021-02-23,Sohail Tanvir,20,40,0,3.33
1247015,2021-02-23,Usman Qadir,24,29,0,4.0
1247015,2021-02-23,Wahab Riaz,27,52,0,4.5
1247016,2021-02-24,Aamer Yamin,7,29,0,1.17
1247016,2021-02-24,Arshad Iqbal,18,30,0,3.0
1247016,2021-02-24,DT Christian,6,10,0,1.0
1247016,2021-02-24,Faheem Ashraf,25,28,0,4.17
1247016,2021-02-24,Hasan Ali,24,36,0,4.0
1247016,2021-02-24,Hussain Talat,16,26,0,2.67
1247016,2021-02-24,Iftikhar Ahmed,6,10,0,1.0
1247016,2021-02-24,Imad Wasim,26,32,0,4.33
1247016,2021-02-24,L Gregory,6,11,0,1.0
1247016,2021-02-24,Mohammad Amir,28,46,0,4.67
1247016,2021-02-24,Mohammad Nabi,24,28,0,4.0
1247016,2021-02-24,Mohammad Wasim,25,31,0,4.17
1247016,2021-02-24,Shadab Khan,12,32,0,2.0
1247016,2021-02-24,Waqas Maqsood,13,22,0,2.17
1247016,2021-02-24,Zafar Gohar,14,22,0,2.33
1247017,2021-02-26,Ahmed Daniyal,21,24,0,3.5
1247017,2021-02-26,CR Brathwaite,25,20,0,4.17
1247017,2021-02-26,D Wiese,7,12,0,1.17
1247017,2021-02-26,Haris Rauf,23,41,0,3.83
1247017,2021-02-26,SR Patel,19,26,0,3.17
1247017,2021-02-26,Salman Mirza,14,27,0,2.33
1247017,2021-02-26,Shaheen Shah Afridi,26,29,0,4.33
1247017,2021-02-26,Shahid Afridi,25,41,0,4.17
1247017,2021-02-26,Shahnawaz Dhani,24,39,0,4.0
1247017,2021-02-26,Sohail Khan,26,26,0,4.33
1247017,2021-02-26,Usman Qadir,25,31,0,4.17
1247018,2021-02-26,BCJ Cutting,12,23,0,2.0
1247018,2021-02-26,DW Steyn,27,44,0,4.5
1247018,2021-02-26,Mohammad Hasnain,24,40,0,4.0
1247018,2021-02-26,Mohammad Imran (2),24,25,0,4.0
1247018,2021-02-26,Mohammad Irfan,25,39,0,4.17
1247018,2021-02-26,Mohammad Nawaz (3),12,14,0,2.0
1247018,2021-02-26,Mujeeb Ur Rahman,25,44,0,4.17
1247018,2021-02-26,S Mahmood,25,36,0,4.17
1247018,2021-02-26,Usman Shinwari,24,49,0,4.0
1247018,2021-02-26,Wahab Riaz,27,54,0,4.5
1247018,2021-02-26,Zahid Mahmood,26,32,0,4.33
1247019,2021-02-27,Arshad Iqbal,26,40,0,4.33
1247019,2021-02-27,CR Brathwaite,26,33,0,4.33
1247019,2021-02-27,DT Christian,18,28,0,3.0
1247019,2021-02-27,Imad Wasim,24,23,0,4.0
1247019,2021-02-27,Khushdil Shah,12,28,0,2.0
1247019,2021-02-27,Mohammad Amir,31,42,0,5.17
1247019,2021-02-27,Mohammad Nabi,6,15,0,1.0
1247019,2021-02-27,Shahid Afridi,18,32,0,3.0
1247019,2021-02-27,Shahnawaz Dhani,18,31,0,3.0
1247019,2021-02-27,Sohail Khan,25,48,0,4.17
1247019,2021-02-27,Usman Qadir,18,26,0,3.0
1247019,2021-02-27,Waqas Maqsood,24,47,0,4.0
1247020,2021-02-27,Faheem Ashraf,12,14,0,2.0
1247020,2021-02-27,Fawad Ahmed,24,40,0,4.0
1247020,2021-02-27,Hasan Ali,25,14,0,4.17
1247020,2021-02-27,Iftikhar Ahmed,1,5,0,0.17
1247020,2021-02-27,Mohammad Imran (2),19,28,0,3.17
1247020,2021-02-27,Mohammad Wasim,19,26,0,3.17
1247020,2021-02-27,Mujeeb Ur Rahman,24,29,0,4.0
1247020,2021-02-27,S Mahmood,13,12,0,2.17
1247020,2021-02-27,Shadab Khan,24,23,0,4.0
1247020,2021-02-27,Umaid Asif,24,32,0,4.0
1247020,2021-02-27,Wahab Riaz,24,17,0,4.0
1247021,2021-02-28,Ahmed Daniyal,27,37,0,4.5
1247021,2021-02-28,Arshad Iqbal,18,26,0,3.0
1247021,2021-02-28,D Wiese,26,43,0,4.33
1247021,2021-02-28,DT Christian,21,39,0,3.5
1247021,2021-02-28,Haris Rauf,24,32,0,4.0
1247021,2021-02-28,Mohammad Amir,24,34,0,4.0
1247021,2021-02-28,Mohammad Hafeez,12,19,0,2.0
1247021,2021-02-28,Mohammad Ilyas,13,25,0,2.17
1247021,2021-02-28,Mohammad Nabi,24,31,0,4.0
1247021,2021-02-28,SR Patel,12,27,0,2.0
1247021,2021-02-28,Shaheen Shah Afridi,26,28,0,4.33
1247021,2021-02-28,Waqas Maqsood,18,34,0,3.0
1247022,2021-03-02,DW Steyn,18,20,0,3.0
1247022,2021-03-02,Faheem Ashraf,25,12,0,4.17
1247022,2021-03-02,Hasan Ali,25,26,0,4.17
1247022,2021-03-02,Iftikhar Ahmed,12,28,0,2.0
1247022,2021-03-02,Mohammad Hasnain,29,35,0,4.83
1247022,2021-03-02,Mohammad Nawaz (3),18,41,0,3.0
1247022,2021-03-02,Mohammad Wasim,19,25,0,3.17
1247022,2021-03-02,Muhammad Musa,27,40,0,4.5
1247022,2021-03-02,Naseem Shah,18,32,0,3.0
1247022,2021-03-02,Shadab Khan,18,25,0,3.0
1247022,2021-03-02,Zahid Mahmood,24,29,0,4.0
1247023,2021-03-03,Abbas Afridi,28,27,0,4.67
1247023,2021-03-03,Amad Butt,25,56,0,4.17
1247023,2021-03-03,Arshad Iqbal,13,21,0,2.17
1247023,2021-03-03,DT Christian,20,45,0,3.33
1247023,2021-03-03,Imad Wasim,6,16,0,1.0
1247023,2021-03-03,Mohammad Amir,27,29,0,4.5
1247023,2021-03-03,Mohammad Ilyas,24,38,0,4.0
1247023,2021-03-03,Mohammad Imran (2),24,25,0,4.0
1247023,2021-03-03,Mohammad Irfan,25,26,0,4.17
1247023,2021-03-03,Mohammad Nabi,13,12,0,2.17
1247023,2021-03-03,S Mahmood,27,41,0,4.5
1247023,2021-03-03,Umaid Asif,21,43,0,3.5
1247024,2021-03-03,CR Brathwaite,26,43,0,4.33
1247024,2021-03-03,DW Steyn,24,35,0,4.0
1247024,2021-03-03,Imran Khan (2),18,22,0,3.0
1247024,2021-03-03,Imran Tahir,25,29,0,4.17
1247024,2021-03-03,Khushdil Shah,6,5,0,1.0
1247024,2021-03-03,Mohammad Hasnain,26,35,0,4.33
1247024,2021-03-03,Mohammad Nawaz (3),25,23,0,4.17
1247024,2021-03-03,Qais Ahmad,25,22,0,4.17
1247024,2021-03-03,Shahnawaz Dhani,24,44,0,4.0
1247024,2021-03-03,Sohail Khan,24,33,0,4.0
1247024,2021-03-03,Zahid Mahmood,24,39,0,4.0
1247025,2021-06-10,Arshad Iqbal,13,20,0,2.17
1247025,2021-06-10,Imad Wasim,19,34,0,3.17
1247025,2021-06-10,Imran Khan,24,28,0,4.0
1247025,2021-06-10,Imran Tahir,25,27,0,4.17
1247025,2021-06-10,Mohammad Amir,25,42,0,4.17
1247025,2021-06-10,NLTC Perera,18,12,0,3.0
1247025,2021-06-10,Qasim Akram,24,34,0,4.0
1247025,2021-06-10,Shahnawaz Dhani,26,46,0,4.33
1247025,2021-06-10,Sohail Khan,25,33,0,4.17
1247025,2021-06-10,Sohail Tanvir,26,30,0,4.33
1247025,2021-06-10,Waqas Maqsood,24,34,0,4.0
1247026,2021-06-10,Ahmed Daniyal,25,47,0,4.17
1247026,2021-06-10,FA Allen,19,36,0,3.17
1247026,2021-06-10,Haris Rauf,24,38,0,4.0
1247026,2021-06-10,JP Faulkner,24,23,0,4.0
1247026,2021-06-10,Mohammad Imran,24,34,0,4.0
1247026,2021-06-10,Mohammad Irfan,24,25,0,4.0
1247026,2021-06-10,Rashid Khan,26,20,0,4.33
1247026,2021-06-10,Shaheen Shah Afridi,24,32,0,4.0
1247026,2021-06-10,Shoaib Malik,6,8,0,1.0
1247026,2021-06-10,Umaid Asif,26,31,0,4.33
1247026,2021-06-10,Wahab Riaz,25,36,0,4.17
1247027,2021-06-09,Ahmed Daniyal,26,34,0,4.33
1247027,2021-06-09,Faheem Ashraf,24,31,0,4.0
1247027,2021-06-09,Fawad Ahmed,24,24,0,4.0
1247027,2021-06-09,Haris Rauf,24,29,0,4.0
1247027,2021-06-09,Hasan Ali,25,27,0,4.17
1247027,2021-06-09,Hussain Talat,6,16,0,1.0
1247027,2021-06-09,JP Faulkner,24,32,0,4.0
1247027,2021-06-09,Mohammad Wasim,24,23,0,4.0
1247027,2021-06-09,Rashid Khan,24,10,0,4.0
1247027,2021-06-09,Shadab Khan,18,23,0,3.0
1247027,2021-06-09,Shaheen Shah Afridi,25,38,0,4.17
1247028,2021-06-11,Akif Javed,26,18,0,4.33
1247028,2021-06-11,Hasan Ali,26,30,0,4.33
1247028,2021-06-11,JD Wildermuth,6,12,0,1.0
1247028,2021-06-11,Khurram Shahzad,15,29,0,2.5
1247028,2021-06-11,Mohammad Hasnain,12,22,0,2.0
1247028,2021-06-11,Mohammad Nawaz,14,19,0,2.33
1247028,2021-06-11,Mohammad Wasim,24,13,0,4.0
1247028,2021-06-11,Muhammad Musa,27,39,0,4.5
1247028,2021-06-11,Naseem Shah,6,19,0,1.0
1247028,2021-06-11,Shadab Khan,24,33,0,4.0
1247028,2021-06-11,Zahid Mahmood,12,36,0,2.0
1247029,2021-06-13,Ahmed Daniyal,24,46,0,4.0
1247029,2021-06-13,Ali Khan,15,12,0,2.5
1247029,2021-06-13,Fawad Ahmed,24,27,0,4.0
1247029,2021-06-13,Haris Rauf,25,31,0,4.17
1247029,2021-06-13,Iftikhar Ahmed,12,15,0,2.0
1247029,2021-06-13,JP Faulkner,24,19,0,4.0
1247029,2021-06-13,Mohammad Wasim,18,38,0,3.0
1247029,2021-06-13,Muhammad Musa,20,18,0,3.33
1247029,2021-06-13,Rashid Khan,25,36,0,4.17
1247029,2021-06-13,Shadab Khan,24,14,0,4.0
1247029,2021-06-13,Shaheen Shah Afridi,25,20,0,4.17
1247030,2021-06-12,CS Delport,8,25,0,1.33
1247030,2021-06-12,FA Allen,6,8,0,1.0
1247030,2021-06-12,Khurram Shahzad,24,24,0,4.0
1247030,2021-06-12,Mohammad Hasnain,26,31,0,4.33
1247030,2021-06-12,Mohammad Imran,25,21,0,4.17
1247030,2021-06-12,Mohammad Irfan,25,27,0,4.17
1247030,2021-06-12,Mohammad Nawaz,25,33,0,4.17
1247030,2021-06-12,R Powell,6,8,0,1.0
1247030,2021-06-12,Shoaib Malik,19,33,0,3.17
1247030,2021-06-12,Umaid Asif,18,19,0,3.0
1247030,2021-06-12,Wahab Riaz,25,20,0,4.17
1247030,2021-06-12,Zahid Mahmood,19,53,0,3.17
1247030,2021-06-12,Zahir Khan,24,31,0,4.0
1247031,2021-06-13,B Muzarabani,24,37,0,4.0
1247031,2021-06-13,FA Allen,25,39,0,4.17
1247031,2021-06-13,Imran Khan,26,30,0,4.33
1247031,2021-06-13,Imran Tahir,24,28,0,4.0
1247031,2021-06-13,Mohammad Imran,17,35,0,2.83
1247031,2021-06-13,Mohammad Irfan,24,24,0,4.0
1247031,2021-06-13,Shahnawaz Dhani,26,33,0,4.33
1247031,2021-06-13,Sohail Tanvir,26,38,0,4.33
1247031,2021-06-13,Umaid Asif,18,36,0,3.0
1247031,2021-06-13,Wahab Riaz,20,33,0,3.33
1247032,2021-06-14,Abbas Afridi,20,37,0,3.33
1247032,2021-06-14,Akif Javed,26,32,0,4.33
1247032,2021-06-14,Ali Khan,18,34,0,3.0
1247032,2021-06-14,Arshad Iqbal,24,46,0,4.0
1247032,2021-06-14,Hasan Ali,26,31,0,4.33
1247032,2021-06-14,Iftikhar Ahmed,12,10,0,2.0
1247032,2021-06-14,Imad Wasim,12,13,0,2.0
1247032,2021-06-14,Mohammad Amir,26,32,0,4.33
1247032,2021-06-14,Mohammad Wasim,25,52,0,4.17
1247032,2021-06-14,NLTC Perera,14,34,0,2.33
1247032,2021-06-14,Shadab Khan,18,31,0,3.0
1247032,2021-06-14,Waqas Maqsood,25,29,0,4.17
1247033,2021-06-15,Ahmed Daniyal,13,20,0,2.17
1247033,2021-06-15,Haris Rauf,24,47,0,4.0
1247033,2021-06-15,Hassan Khan,12,14,0,2.0
1247033,2021-06-15,JP Faulkner,25,25,0,4.17
1247033,2021-06-15,Khurram Shahzad,18,14,0,3.0
1247033,2021-06-15,Mohammad Hafeez,12,12,0,2.0
1247033,2021-06-15,Mohammad Hasnain,26,41,0,4.33
1247033,2021-06-15,Mohammad Nawaz,24,16,0,4.0
1247033,2021-06-15,Rashid Khan,25,23,0,4.17
1247033,2021-06-15,Shaheen Shah Afridi,28,31,0,4.67
1247033,2021-06-15,Usman Shinwari,25,32,0,4.17
1247033,2021-06-15,Zahoor Khan,7,23,0,1.17
1247034,2021-06-15,Aamer Yamin,14,27,0,2.33
1247034,2021-06-15,Abbas Afridi,6,13,0,1.0
1247034,2021-06-15,Abrar Ahmed,24,14,0,4.0
1247034,2021-06-15,Imad Wasim,12,2,0,2.0
1247034,2021-06-15,Mohammad Amir,13,31,0,2.17
1247034,2021-06-15,Mohammad Irfan,27,21,0,4.5
1247034,2021-06-15,Noor Ahmad,21,28,0,3.5
1247034,2021-06-15,Sameen Gul,20,13,0,3.33
1247034,2021-06-15,Shoaib Malik,12,10,0,2.0
1247034,2021-06-15,Umaid Asif,18,16,0,3.0
1247034,2021-06-15,Wahab Riaz,25,34,0,4.17
1247034,2021-06-15,Waqas Maqsood,9,8,0,1.5
1247035,2021-06-16,B Muzarabani,13,8,0,2.17
1247035,2021-06-16,Hassan Khan,6,16,0,1.0
1247035,2021-06-16,Imran Khan,12,13,0,2.0
1247035,2021-06-16,Imran Tahir,12,7,0,2.0
1247035,2021-06-16,Khurram Shahzad,24,29,0,4.0
1247035,2021-06-16,Mohammad Hasnain,25,46,0,4.17
1247035,2021-06-16,Mohammad Nawaz,18,32,0,3.0
1247035,2021-06-16,Shahnawaz Dhani,19,15,0,3.17
1247035,2021-06-16,Sohail Tanvir,18,30,0,3.0
1247035,2021-06-16,Usman Shinwari,25,35,0,4.17
1247035,2021-06-16,Zahir Khan,26,25,0,4.33
1247036,2021-06-17,Abrar Ahmed,18,48,0,3.0
1247036,2021-06-17,Akif Javed,27,47,0,4.5
1247036,2021-06-17,Fawad Ahmed,25,51,0,4.17
1247036,2021-06-17,Hasan Ali,24,31,0,4.0
1247036,2021-06-17,Hussain Talat,24,38,0,4.0
1247036,2021-06-17,Sameen Gul,26,56,0,4.33
1247036,2021-06-17,Shoaib Malik,12,14,0,2.0
1247036,2021-06-17,Umaid Asif,24,54,0,4.0
1247036,2021-06-17,Wahab Riaz,26,37,0,4.33
1247036,2021-06-17,Waqar Salamkheil,18,38,0,3.0
1247036,2021-06-17,Zafar Gohar,26,65,0,4.33
1247037,2021-06-17,Abbas Afridi,14,30,0,2.33
1247037,2021-06-17,Ahmed Daniyal,20,34,0,3.33
1247037,2021-06-17,Danish Aziz,12,15,0,2.0
1247037,2021-06-17,Haris Rauf,25,42,0,4.17
1247037,2021-06-17,Imad Wasim,24,31,0,4.0
1247037,2021-06-17,JP Faulkner,24,28,0,4.0
1247037,2021-06-17,Mohammad Amir,25,32,0,4.17
1247037,2021-06-17,Mohammad Hafeez,6,4,0,1.0
1247037,2021-06-17,Mohammad Ilyas,25,42,0,4.17
1247037,2021-06-17,Noor Ahmad,25,19,0,4.17
1247037,2021-06-17,Rashid Khan,25,26,0,4.17
1247037,2021-06-17,Shaheen Shah Afridi,26,42,0,4.33
1247038,2021-06-18,Ahmed Daniyal,18,24,0,3.0
1247038,2021-06-18,B Muzarabani,13,26,0,2.17
1247038,2021-06-18,Haris Rauf,25,55,0,4.17
1247038,2021-06-18,Imran Khan (2),24,24,0,4.0
1247038,2021-06-18,Imran Tahir,18,18,0,3.0
1247038,2021-06-18,JP Faulkner,24,30,0,4.0
1247038,2021-06-18,Mohammad Hafeez,6,16,0,1.0
1247038,2021-06-18,Rashid Khan,25,21,0,4.17
1247038,2021-06-18,Shaheen Shah Afridi,27,23,0,4.5
1247038,2021-06-18,Shahnawaz Dhani,19,5,0,3.17
1247038,2021-06-18,Sohail Tanvir,18,16,0,3.0
1247039,2021-06-19,Abdul Nasir,24,15,0,4.0
1247039,2021-06-19,Arish Ali,24,28,0,4.0
1247039,2021-06-19,Arshad Iqbal,24,39,0,4.0
1247039,2021-06-19,Hassan Khan,24,40,0,4.0
1247039,2021-06-19,Imad Wasim,24,34,0,4.0
1247039,2021-06-19,JD Wildermuth,19,53,0,3.17
1247039,2021-06-19,Khurram Shahzad,18,25,0,3.0
1247039,2021-06-19,Mohammad Amir,24,21,0,4.0
1247039,2021-06-19,Mohammad Ilyas,26,39,0,4.33
1247039,2021-06-19,Naseem Shah,15,15,0,2.5
1247039,2021-06-19,Noor Ahmad,27,29,0,4.5
1247040,2021-06-19,Ali Khan,22,26,0,3.67
1247040,2021-06-19,B Muzarabani,16,17,0,2.67
1247040,2021-06-19,Faheem Ashraf,26,24,0,4.33
1247040,2021-06-19,Fawad Ahmed,25,25,0,4.17
1247040,2021-06-19,Hammad Azam,6,8,0,1.0
1247040,2021-06-19,Iftikhar Ahmed,7,12,0,1.17
1247040,2021-06-19,Mohammad Umar,26,45,0,4.33
1247040,2021-06-19,Mohammad Wasim,24,31,0,4.0
1247040,2021-06-19,Shadab Khan,24,31,0,4.0
1247040,2021-06-19,Shahnawaz Dhani,24,21,0,4.0
1247040,2021-06-19,Sohail Khan,26,37,0,4.33
1247040,2021-06-19,Usman Qadir,24,22,0,4.0
1247041,2021-06-21,Akif Javed,24,50,0,4.0
1247041,2021-06-21,B Muzarabani,24,32,0,4.0
1247041,2021-06-21,Faheem Ashraf,24,35,0,4.0
1247041,2021-06-21,Hasan Ali,24,25,0,4.0
1247041,2021-06-21,Imran Khan,25,40,0,4.17
1247041,2021-06-21,Imran Tahir,24,30,0,4.0
1247041,2021-06-21,Mohammad Wasim,24,44,0,4.0
1247041,2021-06-21,Shadab Khan,24,26,0,4.0
1247041,2021-06-21,Shahnawaz Dhani,18,30,0,3.0
1247041,2021-06-21,Sohail Tanvir,24,17,0,4.0
1247042,2021-06-21,Arshad Iqbal,18,28,0,3.0
1247042,2021-06-21,Imad Wasim,19,26,0,3.17
1247042,2021-06-21,Khalid Usman,25,45,0,4.17
1247042,2021-06-21,Mohammad Amir,25,38,0,4.17
1247042,2021-06-21,Mohammad Ilyas,24,32,0,4.0
1247042,2021-06-21,Mohammad Imran (2),24,38,0,4.0
1247042,2021-06-21,Mohammad Irfan,24,22,0,4.0
1247042,2021-06-21,NLTC Perera,12,10,0,2.0
1247042,2021-06-21,Noor Ahmad,27,42,0,4.5
1247042,2021-06-21,Umaid Asif,25,37,0,4.17
1247042,2021-06-21,Wahab Riaz,26,33,0,4.33
1247043,2021-06-22,Akif Javed,20,19,0,3.33
1247043,2021-06-22,Amad Butt,24,27,0,4.0
1247043,2021-06-22,Faheem Ashraf,19,20,0,3.17
1247043,2021-06-22,Hasan Ali,25,48,0,4.17
1247043,2021-06-22,Mohammad Imran,24,36,0,4.0
1247043,2021-06-22,Mohammad Irfan,25,25,0,4.17
1247043,2021-06-22,Mohammad Wasim,20,35,0,3.33
1247043,2021-06-22,Shadab Khan,24,55,0,4.0
1247043,2021-06-22,Shoaib Malik,6,7,0,1.0
1247043,2021-06-22,Umaid Asif,18,44,0,3.0
1247043,2021-06-22,Wahab Riaz,24,35,0,4.0
1247044,2021-06-24,Amad Butt,25,52,0,4.17
1247044,2021-06-24,B Muzarabani,25,26,0,4.17
1247044,2021-06-24,Imran Khan,26,27,0,4.33
1247044,2021-06-24,Imran Tahir,27,33,0,4.5
1247044,2021-06-24,Mohammad Imran,24,47,0,4.0
1247044,2021-06-24,Mohammad Irfan,24,28,0,4.0
1247044,2021-06-24,Sameen Gul,26,26,0,4.33
1247044,2021-06-24,Shahnawaz Dhani,26,38,0,4.33
1247044,2021-06-24,Sohail Tanvir,24,35,0,4.0
1247044,2021-06-24,Wahab Riaz,27,53,0,4.5
1293000,2022-01-27,Aamer Yamin,12,14,0,2.0
1293000,2022-01-27,DJ Willey,24,30,0,4.0
1293000,2022-01-27,Ihsanullah,6,4,0,1.0
1293000,2022-01-27,Imran Khan,25,33,0,4.17
1293000,2022-01-27,Imran Tahir,24,16,0,4.0
1293000,2022-01-27,Khushdil Shah,12,8,0,2.0
1293000,2022-01-27,L Gregory,18,21,0,3.0
1293000,2022-01-27,Mohammad Ilyas,6,2,0,1.0
1293000,2022-01-27,Mohammad Imran,18,30,0,3.0
1293000,2022-01-27,Mohammad Nabi,21,17,0,3.5
1293000,2022-01-27,Mohammad Taha,25,32,0,4.17
1293000,2022-01-27,Shahnawaz Dhani,19,14,0,3.17
1293000,2022-01-27,TH David,13,19,0,2.17
1293000,2022-01-27,Umaid Asif,12,10,0,2.0
1293001,2022-01-28,Ashir Qureshi,18,31,0,3.0
1293001,2022-01-28,BCJ Cutting,7,12,0,1.17
1293001,2022-01-28,Hussain Talat,12,22,0,2.0
1293001,2022-01-28,Iftikhar Ahmed,6,11,0,1.0
1293001,2022-01-28,JP Faulkner,24,42,0,4.0
1293001,2022-01-28,Mohammad Hasnain,13,25,0,2.17
1293001,2022-01-28,Mohammad Nawaz,25,44,0,4.17
1293001,2022-01-28,Naseem Shah,23,19,0,3.83
1293001,2022-01-28,PR Brown,24,34,0,4.0
1293001,2022-01-28,Sameen Gul,25,43,0,4.17
1293001,2022-01-28,Shoaib Malik,6,8,0,1.0
1293001,2022-01-28,Sohail Khan,25,51,0,4.17
1293001,2022-01-28,Sohail Tanvir,13,19,0,2.17
1293001,2022-01-28,Usman Qadir,25,20,0,4.17
1293002,2022-01-29,D Wiese,19,32,0,3.17
1293002,2022-01-29,DJ Willey,19,23,0,3.17
1293002,2022-01-29,Haris Rauf,24,46,0,4.0
1293002,2022-01-29,Ihsanullah,14,20,0,2.33
1293002,2022-01-29,Imran Khan (2),22,55,0,3.67
1293002,2022-01-29,Imran Tahir,25,32,0,4.17
1293002,2022-01-29,Khushdil Shah,14,15,0,2.33
1293002,2022-01-29,Rashid Khan,25,30,0,4.17
1293002,2022-01-29,SR Patel,6,19,0,1.0
1293002,2022-01-29,Shaheen Shah Afridi,25,40,0,4.17
1293002,2022-01-29,Shahnawaz Dhani,24,46,0,4.0
1293002,2022-01-29,TH David,6,15,0,1.0
1293002,2022-01-29,Zaman Khan,25,42,0,4.17
1293003,2022-01-29,Aamer Yamin,7,11,0,1.17
1293003,2022-01-29,Iftikhar Ahmed,6,4,0,1.0
1293003,2022-01-29,Imad Wasim,25,20,0,4.17
1293003,2022-01-29,JP Faulkner,12,16,0,2.0
1293003,2022-01-29,L Gregory,11,18,0,1.83
1293003,2022-01-29,Mohammad Hasnain,18,25,0,3.0
1293003,2022-01-29,Mohammad Ilyas,12,26,0,2.0
1293003,2022-01-29,Mohammad Imran,18,23,0,3.0
1293003,2022-01-29,Mohammad Nabi,24,16,0,4.0
1293003,2022-01-29,Mohammad Nawaz,24,19,0,4.0
1293003,2022-01-29,Naseem Shah,22,20,0,3.67
1293003,2022-01-29,Sohail Tanvir,25,29,0,4.17
1293004,2022-01-30,BCJ Cutting,11,19,0,1.83
1293004,2022-01-30,Faheem Ashraf,24,23,0,4.0
1293004,2022-01-30,Hasan Ali,25,38,0,4.17
1293004,2022-01-30,Hussain Talat,13,13,0,2.17
1293004,2022-01-30,M de Lange,18,29,0,3.0
1293004,2022-01-30,Mohammad Wasim,29,38,0,4.83
1293004,2022-01-30,Mubasir Khan,6,12,0,1.0
1293004,2022-01-30,PR Brown,18,27,0,3.0
1293004,2022-01-30,Shadab Khan,26,28,0,4.33
1293004,2022-01-30,Sohail Khan,18,45,0,3.0
1293004,2022-01-30,Usman Qadir,18,41,0,3.0
1293004,2022-01-30,Wahab Riaz,18,27,0,3.0
1293005,2022-01-30,Aamer Yamin,6,14,0,1.0
1293005,2022-01-30,D Wiese,12,21,0,2.0
1293005,2022-01-30,Haris Rauf,24,39,0,4.0
1293005,2022-01-30,Imad Wasim,24,28,0,4.0
1293005,2022-01-30,L Gregory,21,32,0,3.5
1293005,2022-01-30,Mohammad Hafeez,7,4,0,1.17
1293005,2022-01-30,Mohammad Ilyas,19,43,0,3.17
1293005,2022-01-30,Mohammad Nabi,25,27,0,4.17
1293005,2022-01-30,Rashid Khan,24,24,0,4.0
1293005,2022-01-30,SR Patel,6,11,0,1.0
1293005,2022-01-30,Shaheen Shah Afridi,25,32,0,4.17
1293005,2022-01-30,Umaid Asif,25,30,0,4.17
1293005,2022-01-30,Zaman Khan,26,39,0,4.33
1293006,2022-01-31,Abbas Afridi,19,26,0,3.17
1293006,2022-01-31,DJ Willey,24,22,0,4.0
1293006,2022-01-31,Iftikhar Ahmed,19,32,0,3.17
1293006,2022-01-31,Imran Khan,18,43,0,3.0
1293006,2022-01-31,Imran Tahir,24,28,0,4.0
1293006,2022-01-31,JP Faulkner,24,24,0,4.0
1293006,2022-01-31,Khushdil Shah,27,16,0,4.5
1293006,2022-01-31,Mohammad Hasnain,26,27,0,4.33
1293006,2022-01-31,Mohammad Nawaz,6,13,0,1.0
1293006,2022-01-31,Naseem Shah,27,42,0,4.5
